Loan_ID,Issue_Date,Loan_Amount,Interest_Rate,Term,Annual_Income,Employment_Length,Purpose,Loan_Status
CST35423,6/18/2023,284449,19.45,60 months,125722,< 1 year,Small Business,Fully Paid
CST35424,6/19/2019,82474,19.11,36 months,160433,10+ years,Home Improvement,Fully Paid
CST35425,5/11/2018,283462,12.4,36 months,67567,5-10 years,Car Loan,Fully Paid
CST35426,11/14/2022,57810,15.44,36 months,147971,5-10 years,Education,Charged Off
CST35427,7/9/2019,393806,10.6,36 months,188358,10+ years,Credit Card,Fully Paid
CST35428,3/16/2017,221987,19.98,36 months,196110,3-5 years,Small Business,Fully Paid
CST35429,7/13/2021,126752,9.94,36 months,117801,5-10 years,Medical,Current
CST35430,3/29/2016,173892,20.84,36 months,135380,1-3 years,Vacation,Fully Paid
CST35431,9/23/2023,66800,22.9,36 months,185338,5-10 years,Small Business,Fully Paid
CST35432,2/11/2020,75942,23.85,36 months,120882,< 1 year,Credit Card,Charged Off
CST35433,12/19/2019,287805,21.5,36 months,199249,10+ years,Vacation,Fully Paid
CST35434,4/6/2017,88394,10.38,36 months,175013,10+ years,Education,Fully Paid
CST35435,7/27/2022,35816,13.79,36 months,121476,1-3 years,Car Loan,Fully Paid
CST35436,6/8/2020,17850,8.05,36 months,108098,1-3 years,Home Improvement,Current
CST35437,4/20/2017,476353,9.38,36 months,33263,5-10 years,Small Business,Fully Paid
CST35438,7/18/2018,463273,7.37,60 months,185879,3-5 years,Credit Card,Fully Paid
CST35439,4/7/2021,438082,17.72,36 months,126532,3-5 years,Education,Late
CST35440,9/15/2016,424860,15.83,60 months,103317,1-3 years,Education,Current
CST35441,11/29/2023,320063,22.55,36 months,59870,5-10 years,Car Loan,Current
CST35442,4/28/2020,32428,14.6,60 months,182078,1-3 years,Education,Current
CST35443,3/23/2020,372167,17.74,60 months,112130,10+ years,Debt Consolidation,Current
CST35444,5/26/2023,381304,13.53,36 months,160454,10+ years,Education,Fully Paid
CST35445,10/21/2022,111898,21.02,60 months,42340,5-10 years,Credit Card,Current
CST35446,12/11/2019,194563,22.71,36 months,19053,5-10 years,Car Loan,Fully Paid
CST35447,5/23/2015,431596,14.06,60 months,39806,1-3 years,Car Loan,Late
CST35448,8/20/2016,339966,7.95,60 months,181250,5-10 years,Debt Consolidation,Fully Paid
CST35449,8/2/2016,342748,9.36,36 months,15097,3-5 years,Debt Consolidation,Charged Off
CST35450,9/26/2019,211413,19.11,36 months,25789,1-3 years,Home Improvement,Fully Paid
CST35451,12/2/2020,401233,12.19,60 months,109310,5-10 years,Education,Fully Paid
CST35452,1/10/2022,222780,20.24,36 months,52655,3-5 years,Vacation,Fully Paid
CST35453,12/3/2020,14926,19.62,36 months,43646,3-5 years,Credit Card,Fully Paid
CST35454,12/5/2023,311652,18.65,60 months,181786,10+ years,Debt Consolidation,Charged Off
CST35455,10/22/2019,159558,20.75,36 months,59461,10+ years,Education,Charged Off
CST35456,2/6/2021,130799,19.74,36 months,92982,1-3 years,Vacation,Fully Paid
CST35457,11/17/2019,100933,17.57,36 months,59589,3-5 years,Car Loan,Fully Paid
CST35458,3/29/2020,427727,6.57,36 months,121312,3-5 years,Education,Current
CST35459,3/31/2020,392174,15.52,60 months,146271,< 1 year,Car Loan,Current
CST35460,7/23/2018,244948,16.92,60 months,191803,3-5 years,Medical,Current
CST35461,4/5/2023,119541,23.31,36 months,65765,1-3 years,Car Loan,Current
CST35462,11/15/2020,277146,17.88,36 months,130890,10+ years,Car Loan,Fully Paid
CST35463,7/14/2016,315730,16.57,60 months,102463,10+ years,Small Business,Fully Paid
CST35464,10/10/2016,73737,15.97,36 months,88897,3-5 years,Education,Late
CST35465,5/22/2016,497272,8.31,36 months,127838,1-3 years,Home Improvement,Fully Paid
CST35466,2/7/2022,396301,13.98,36 months,175991,1-3 years,Vacation,Charged Off
CST35467,8/10/2016,462884,8.85,36 months,115733,10+ years,Home Improvement,Current
CST35468,12/19/2015,294192,7.42,60 months,72589,3-5 years,Car Loan,Fully Paid
CST35469,4/4/2017,493882,12.27,60 months,130520,1-3 years,Home Improvement,Current
CST35470,12/26/2015,176396,17.8,36 months,81676,3-5 years,Small Business,Current
CST35471,5/5/2023,395056,21.67,60 months,169814,5-10 years,Car Loan,Charged Off
CST35472,3/11/2022,202949,20.68,36 months,196607,3-5 years,Debt Consolidation,Current
CST35473,8/25/2019,84517,11.66,36 months,153478,5-10 years,Medical,Fully Paid
CST35474,3/31/2017,472448,7.3,36 months,146602,1-3 years,Home Improvement,Fully Paid
CST35475,7/28/2023,412741,13.55,36 months,176336,3-5 years,Small Business,Fully Paid
CST35476,1/26/2019,126443,12.01,36 months,133910,5-10 years,Medical,Fully Paid
CST35477,5/20/2020,57634,13,36 months,74174,5-10 years,Education,Fully Paid
CST35478,12/29/2022,490297,16.28,60 months,167370,3-5 years,Credit Card,Fully Paid
CST35479,4/6/2015,492377,7.03,60 months,105947,5-10 years,Credit Card,Fully Paid
CST35480,8/19/2015,328635,12.99,36 months,25937,< 1 year,Credit Card,Charged Off
CST35481,5/2/2018,127416,16.28,36 months,153727,5-10 years,Car Loan,Fully Paid
CST35482,10/22/2021,272709,14.04,36 months,130971,5-10 years,Debt Consolidation,Current
CST35483,5/31/2016,347627,18.18,36 months,186097,1-3 years,Education,Fully Paid
CST35484,4/4/2022,231685,9.76,36 months,70724,1-3 years,Debt Consolidation,Fully Paid
CST35485,11/20/2021,373378,9.19,36 months,43368,3-5 years,Education,Fully Paid
CST35486,7/3/2015,77053,11.89,36 months,135040,5-10 years,Home Improvement,Fully Paid
CST35487,12/2/2016,19287,8.28,36 months,33019,10+ years,Home Improvement,Fully Paid
CST35488,8/4/2018,344509,10.63,60 months,110048,10+ years,Medical,Charged Off
CST35489,1/5/2021,138494,8.02,36 months,164863,10+ years,Education,Current
CST35490,2/27/2020,296204,13.53,36 months,192810,1-3 years,Medical,Fully Paid
CST35491,4/9/2018,46633,18.95,36 months,52127,1-3 years,Debt Consolidation,Current
CST35492,5/18/2021,469737,11.51,36 months,72141,10+ years,Education,Fully Paid
CST35493,5/29/2022,372395,6.57,36 months,124151,5-10 years,Credit Card,Current
CST35494,4/22/2017,18790,16.25,60 months,176215,1-3 years,Vacation,Fully Paid
CST35495,4/16/2022,136059,18.61,36 months,153655,1-3 years,Medical,Fully Paid
CST35496,10/1/2018,423384,13.35,36 months,171200,< 1 year,Car Loan,Current
CST35497,7/11/2020,160091,11.7,60 months,122639,1-3 years,Home Improvement,Late
CST35498,2/9/2019,179811,15.09,60 months,68822,1-3 years,Small Business,Fully Paid
CST35499,5/7/2015,8668,8.27,60 months,118127,5-10 years,Vacation,Current
CST35500,3/16/2020,343424,17.77,36 months,175946,10+ years,Credit Card,Current
CST35501,12/1/2018,295898,19.33,36 months,98359,10+ years,Debt Consolidation,Fully Paid
CST35502,9/23/2023,453830,18.83,60 months,98283,5-10 years,Education,Fully Paid
CST35503,9/26/2018,90058,12.25,36 months,57714,1-3 years,Credit Card,Fully Paid
CST35504,5/15/2020,9509,21.25,36 months,67675,1-3 years,Medical,Charged Off
CST35505,8/21/2023,400716,23.07,36 months,57532,3-5 years,Credit Card,Fully Paid
CST35506,4/28/2018,253553,11.7,36 months,27637,1-3 years,Car Loan,Current
CST35507,6/24/2019,123981,11.1,36 months,81761,5-10 years,Debt Consolidation,Fully Paid
CST35508,8/19/2022,265354,18.82,60 months,131333,5-10 years,Home Improvement,Fully Paid
CST35509,7/25/2020,80440,18.89,60 months,164383,5-10 years,Debt Consolidation,Charged Off
CST35510,2/19/2016,31921,15.43,36 months,30537,< 1 year,Home Improvement,Fully Paid
CST35511,11/30/2018,321695,22.66,60 months,32824,1-3 years,Car Loan,Charged Off
CST35512,2/13/2017,21683,9.06,36 months,63727,3-5 years,Car Loan,Current
CST35513,11/19/2020,82952,14.85,36 months,53789,5-10 years,Education,Fully Paid
CST35514,2/19/2022,19833,7.12,36 months,71212,3-5 years,Education,Fully Paid
CST35515,7/15/2021,23290,7.42,60 months,113534,5-10 years,Education,Fully Paid
CST35516,4/19/2017,499005,7.44,36 months,89480,3-5 years,Medical,Current
CST35517,3/30/2023,19003,15.11,36 months,28849,3-5 years,Medical,Charged Off
CST35518,12/26/2015,241835,16.81,36 months,75999,10+ years,Car Loan,Charged Off
CST35519,11/8/2023,390230,6.56,36 months,113767,5-10 years,Medical,Fully Paid
CST35520,8/26/2020,76656,17.57,60 months,132244,1-3 years,Car Loan,Fully Paid
CST35521,8/1/2020,46253,15.07,60 months,160031,5-10 years,Credit Card,Fully Paid
CST35522,10/12/2023,478003,10.42,60 months,182105,3-5 years,Car Loan,Fully Paid
CST35523,8/17/2016,187097,6.76,36 months,30755,10+ years,Vacation,Current
CST35524,3/14/2023,355166,9.23,36 months,100104,1-3 years,Home Improvement,Current
CST35525,11/7/2018,229942,17.01,36 months,72588,3-5 years,Debt Consolidation,Fully Paid
CST35526,2/2/2023,207780,18.03,60 months,93935,1-3 years,Credit Card,Fully Paid
CST35527,7/30/2022,420922,17.82,36 months,101279,10+ years,Vacation,Fully Paid
CST35528,3/4/2018,220080,9.18,36 months,112816,< 1 year,Debt Consolidation,Fully Paid
CST35529,5/19/2022,354375,22.45,36 months,161855,3-5 years,Debt Consolidation,Current
CST35530,4/20/2021,109791,13.69,60 months,86913,3-5 years,Credit Card,Fully Paid
CST35531,5/14/2015,440948,19.94,60 months,39506,3-5 years,Car Loan,Fully Paid
CST35532,8/12/2022,212663,9.41,60 months,86939,10+ years,Small Business,Fully Paid
CST35533,2/1/2017,37716,14.73,36 months,139400,< 1 year,Education,Current
CST35534,1/4/2018,274024,15.63,36 months,55163,< 1 year,Medical,Fully Paid
CST35535,12/17/2020,296093,19.98,36 months,35949,3-5 years,Debt Consolidation,Current
CST35536,2/4/2021,483562,17.38,36 months,116041,3-5 years,Car Loan,Fully Paid
CST35537,2/5/2022,71064,13.49,36 months,18806,< 1 year,Education,Fully Paid
CST35538,11/19/2017,48093,11.44,60 months,21185,5-10 years,Medical,Current
CST35539,11/23/2018,482060,23.53,36 months,153269,3-5 years,Car Loan,Current
CST35540,10/16/2020,158916,11.48,36 months,145863,1-3 years,Small Business,Charged Off
CST35541,9/16/2022,158432,8.77,36 months,74156,1-3 years,Car Loan,Current
CST35542,9/8/2021,92941,11.76,60 months,107363,10+ years,Credit Card,Current
CST35543,7/6/2023,132668,12.22,36 months,122454,5-10 years,Debt Consolidation,Fully Paid
CST35544,10/6/2023,129240,8.74,36 months,141582,1-3 years,Home Improvement,Fully Paid
CST35545,2/21/2017,480998,18.89,36 months,126746,5-10 years,Credit Card,Current
CST35546,1/20/2021,229400,17.34,36 months,79137,3-5 years,Home Improvement,Fully Paid
CST35547,6/8/2017,48322,12.04,60 months,23967,1-3 years,Car Loan,Fully Paid
CST35548,4/29/2016,418920,23.88,60 months,58856,5-10 years,Small Business,Current
CST35549,4/22/2017,450862,17.96,36 months,157446,5-10 years,Medical,Fully Paid
CST35550,1/10/2022,315325,18.81,36 months,153474,5-10 years,Car Loan,Current
CST35551,1/21/2022,166661,16.25,36 months,59148,3-5 years,Credit Card,Fully Paid
CST35552,6/10/2016,260919,16.15,60 months,91223,1-3 years,Education,Fully Paid
CST35553,11/27/2016,355116,6.85,36 months,106962,1-3 years,Medical,Current
CST35554,3/9/2023,379575,19.99,36 months,196773,1-3 years,Car Loan,Fully Paid
CST35555,4/12/2017,357323,22.44,36 months,156265,< 1 year,Home Improvement,Current
CST35556,8/5/2020,88562,8.64,36 months,182556,< 1 year,Debt Consolidation,Charged Off
CST35557,9/11/2021,217301,20.42,36 months,52434,10+ years,Debt Consolidation,Current
CST35558,5/22/2018,407428,15.85,60 months,95587,5-10 years,Debt Consolidation,Current
CST35559,12/7/2016,239572,11.49,60 months,56061,5-10 years,Credit Card,Current
CST35560,12/8/2018,149922,22.62,36 months,118649,1-3 years,Small Business,Fully Paid
CST35561,5/13/2017,44767,6.8,60 months,50083,1-3 years,Vacation,Fully Paid
CST35562,9/20/2018,12322,11.3,36 months,73616,10+ years,Credit Card,Current
CST35563,5/30/2017,303055,22.01,60 months,28989,10+ years,Car Loan,Fully Paid
CST35564,6/18/2016,182652,14.92,60 months,182527,1-3 years,Car Loan,Fully Paid
CST35565,10/2/2022,448838,16.98,36 months,130766,5-10 years,Car Loan,Charged Off
CST35566,12/28/2022,231995,19.62,60 months,43162,5-10 years,Car Loan,Fully Paid
CST35567,10/18/2020,10678,9.09,36 months,29429,1-3 years,Debt Consolidation,Fully Paid
CST35568,4/2/2015,70265,10.27,36 months,51708,1-3 years,Medical,Fully Paid
CST35569,5/18/2017,71918,23.98,36 months,107860,5-10 years,Medical,Fully Paid
CST35570,2/3/2022,419996,10.66,60 months,150244,5-10 years,Medical,Fully Paid
CST35571,3/21/2018,425722,15.94,60 months,188354,5-10 years,Credit Card,Fully Paid
CST35572,11/30/2016,440512,11.73,36 months,196187,10+ years,Car Loan,Fully Paid
CST35573,11/15/2018,495600,21.4,36 months,44845,10+ years,Car Loan,Fully Paid
CST35574,7/1/2018,175954,23.33,36 months,74306,1-3 years,Home Improvement,Fully Paid
CST35575,5/4/2015,327654,8.97,36 months,191193,3-5 years,Education,Charged Off
CST35576,12/23/2023,309346,17.01,36 months,90064,3-5 years,Home Improvement,Current
CST35577,9/14/2018,137777,20.7,36 months,141649,< 1 year,Credit Card,Current
CST35578,12/23/2018,207605,20.9,60 months,101435,1-3 years,Small Business,Fully Paid
CST35579,10/29/2020,355127,14.21,60 months,63050,< 1 year,Education,Current
CST35580,10/4/2015,438946,10.44,36 months,170108,1-3 years,Debt Consolidation,Charged Off
CST35581,7/7/2015,478287,13.27,36 months,141879,10+ years,Car Loan,Current
CST35582,12/13/2016,357160,19.65,36 months,84413,1-3 years,Small Business,Current
CST35583,6/20/2021,298195,23.89,36 months,117806,1-3 years,Vacation,Current
CST35584,4/6/2019,384426,16.2,60 months,55465,1-3 years,Education,Charged Off
CST35585,6/22/2021,344809,9.91,60 months,78973,1-3 years,Vacation,Fully Paid
CST35586,7/6/2015,129559,7.23,60 months,91930,1-3 years,Small Business,Current
CST35587,4/17/2021,448683,23.01,36 months,32307,10+ years,Home Improvement,Fully Paid
CST35588,4/18/2020,429001,14.95,36 months,196073,5-10 years,Debt Consolidation,Late
CST35589,11/23/2018,389971,19.04,36 months,117046,1-3 years,Small Business,Fully Paid
CST35590,10/9/2022,34402,18.05,60 months,53057,10+ years,Debt Consolidation,Current
CST35591,11/6/2021,269848,22.09,36 months,117005,< 1 year,Medical,Fully Paid
CST35592,3/22/2020,294171,11.16,60 months,94250,5-10 years,Debt Consolidation,Fully Paid
CST35593,7/17/2018,64092,14.23,60 months,75108,1-3 years,Car Loan,Charged Off
CST35594,6/19/2021,272869,22.49,36 months,176118,3-5 years,Medical,Fully Paid
CST35595,8/23/2020,69105,16.75,60 months,136440,3-5 years,Home Improvement,Fully Paid
CST35596,10/27/2016,161295,7.75,60 months,168881,1-3 years,Car Loan,Fully Paid
CST35597,11/25/2017,359449,9.9,36 months,98455,< 1 year,Education,Fully Paid
CST35598,11/10/2022,163456,10.65,36 months,41498,5-10 years,Small Business,Fully Paid
CST35599,11/29/2019,67993,23.89,36 months,51506,10+ years,Medical,Current
CST35600,4/28/2022,364825,10.42,60 months,140751,5-10 years,Small Business,Fully Paid
CST35601,9/3/2019,234500,21.72,60 months,101992,5-10 years,Car Loan,Fully Paid
CST35602,8/2/2022,375177,7.87,60 months,34489,3-5 years,Credit Card,Charged Off
CST35603,4/25/2023,35027,9.68,36 months,149601,3-5 years,Medical,Fully Paid
CST35604,9/18/2016,410983,21.76,60 months,42705,3-5 years,Car Loan,Fully Paid
CST35605,4/7/2017,92017,22.23,60 months,44412,3-5 years,Education,Fully Paid
CST35606,5/13/2023,23354,9.58,36 months,103863,10+ years,Education,Current
CST35607,5/24/2018,315921,10.52,60 months,107025,10+ years,Debt Consolidation,Charged Off
CST35608,9/19/2021,220754,15.78,36 months,86207,1-3 years,Medical,Fully Paid
CST35609,9/29/2015,157973,7.42,60 months,15375,1-3 years,Small Business,Current
CST35610,4/15/2023,317110,23.04,36 months,38468,5-10 years,Vacation,Fully Paid
CST35611,6/6/2018,466853,12.84,60 months,25232,5-10 years,Medical,Current
CST35612,6/11/2023,230335,15.06,36 months,56759,3-5 years,Small Business,Fully Paid
CST35613,1/28/2023,498174,8.34,36 months,63618,5-10 years,Medical,Fully Paid
CST35614,8/13/2022,283659,7.07,60 months,24372,5-10 years,Car Loan,Fully Paid
CST35615,1/9/2019,423022,14.69,36 months,120276,5-10 years,Credit Card,Current
CST35616,4/29/2019,103698,8.63,60 months,82075,1-3 years,Car Loan,Current
CST35617,11/24/2023,8573,17.53,60 months,115042,1-3 years,Vacation,Fully Paid
CST35618,6/21/2019,440157,20.4,36 months,128714,3-5 years,Small Business,Fully Paid
CST35619,10/22/2018,372554,7.05,60 months,137776,10+ years,Home Improvement,Fully Paid
CST35620,1/3/2017,489260,17.21,36 months,93472,1-3 years,Car Loan,Fully Paid
CST35621,8/28/2020,489737,20.77,36 months,44790,3-5 years,Credit Card,Current
CST35622,10/21/2021,48915,14.19,36 months,108500,10+ years,Debt Consolidation,Charged Off
CST35623,8/29/2018,451996,23.29,36 months,114357,< 1 year,Vacation,Fully Paid
CST35624,11/3/2021,272204,8.45,60 months,64783,1-3 years,Vacation,Charged Off
CST35625,11/14/2018,185166,12.15,36 months,42024,< 1 year,Medical,Late
CST35626,5/1/2019,134471,10.53,60 months,163027,1-3 years,Vacation,Current
CST35627,3/5/2015,455115,23.93,60 months,89130,3-5 years,Vacation,Fully Paid
CST35628,4/3/2015,60421,11.65,36 months,58429,1-3 years,Debt Consolidation,Current
CST35629,5/10/2018,50610,13.29,60 months,146296,5-10 years,Small Business,Fully Paid
CST35630,10/31/2023,15933,21.33,60 months,111795,1-3 years,Small Business,Fully Paid
CST35631,12/5/2023,77168,22.77,36 months,103771,3-5 years,Vacation,Fully Paid
CST35632,11/14/2019,311042,22.91,36 months,192907,1-3 years,Small Business,Current
CST35633,5/31/2016,486725,16.27,60 months,127476,5-10 years,Debt Consolidation,Fully Paid
CST35634,7/18/2020,10589,18.11,60 months,60494,3-5 years,Medical,Fully Paid
CST35635,4/2/2021,16612,12.61,60 months,26110,3-5 years,Education,Fully Paid
CST35636,9/9/2020,52611,17.13,60 months,78989,5-10 years,Debt Consolidation,Fully Paid
CST35637,1/5/2020,23888,11.8,36 months,152939,10+ years,Vacation,Current
CST35638,12/6/2019,286561,19.56,36 months,167360,5-10 years,Home Improvement,Fully Paid
CST35639,8/15/2022,197395,11.88,36 months,169423,3-5 years,Medical,Late
CST35640,7/23/2017,213623,21.89,36 months,40954,5-10 years,Medical,Fully Paid
CST35641,12/20/2018,312584,9.01,60 months,20803,10+ years,Credit Card,Fully Paid
CST35642,12/6/2015,433960,16.51,36 months,28248,1-3 years,Home Improvement,Fully Paid
CST35643,11/15/2021,219463,15.61,36 months,98720,1-3 years,Home Improvement,Current
CST35644,8/24/2020,279035,11.12,60 months,44263,5-10 years,Credit Card,Fully Paid
CST35645,4/2/2015,229370,6.99,60 months,135979,5-10 years,Credit Card,Current
CST35646,10/22/2017,339275,9.1,36 months,49805,10+ years,Home Improvement,Charged Off
CST35647,3/12/2015,329237,23.44,60 months,23890,3-5 years,Education,Charged Off
CST35648,9/22/2020,186366,22.97,36 months,195930,5-10 years,Medical,Fully Paid
CST35649,2/25/2019,33557,8.59,60 months,160009,10+ years,Vacation,Fully Paid
CST35650,2/24/2015,252368,13.06,36 months,37461,< 1 year,Home Improvement,Fully Paid
CST35651,5/25/2022,378273,14.64,36 months,132300,5-10 years,Education,Charged Off
CST35652,3/18/2019,485688,14.87,60 months,35698,5-10 years,Credit Card,Current
CST35653,12/25/2016,459382,11.73,60 months,147898,1-3 years,Medical,Fully Paid
CST35654,5/13/2022,350961,22.48,60 months,76697,3-5 years,Small Business,Charged Off
CST35655,11/11/2018,269336,22.4,60 months,129680,1-3 years,Car Loan,Fully Paid
CST35656,6/28/2015,181104,6.83,36 months,97176,5-10 years,Home Improvement,Fully Paid
CST35657,8/26/2022,497611,17.88,60 months,31163,3-5 years,Car Loan,Late
CST35658,3/7/2020,185923,7.8,36 months,154867,1-3 years,Car Loan,Fully Paid
CST35659,8/18/2017,441077,16.96,60 months,162787,1-3 years,Credit Card,Fully Paid
CST35660,6/5/2023,302090,21.67,36 months,15775,1-3 years,Education,Fully Paid
CST35661,11/12/2019,54884,17.87,36 months,31469,1-3 years,Debt Consolidation,Charged Off
CST35662,8/23/2018,313504,14.71,60 months,133926,1-3 years,Vacation,Charged Off
CST35663,7/27/2019,330396,23.26,36 months,102005,10+ years,Home Improvement,Fully Paid
CST35664,7/4/2020,395795,19.57,60 months,34286,5-10 years,Home Improvement,Late
CST35665,10/15/2020,233917,10.86,36 months,79399,10+ years,Vacation,Fully Paid
CST35666,5/19/2016,46472,13.27,60 months,28149,1-3 years,Home Improvement,Current
CST35667,7/3/2015,40455,19.8,36 months,171798,< 1 year,Car Loan,Fully Paid
CST35668,4/15/2016,33672,6.84,60 months,109334,1-3 years,Vacation,Fully Paid
CST35669,5/4/2017,8756,7.62,60 months,171428,5-10 years,Vacation,Fully Paid
CST35670,1/7/2021,240437,21.54,60 months,189881,3-5 years,Debt Consolidation,Current
CST35671,12/23/2017,374071,7.25,36 months,47190,5-10 years,Education,Fully Paid
CST35672,12/2/2018,224526,18.37,60 months,125319,< 1 year,Medical,Current
CST35673,10/5/2017,75030,12.08,60 months,168273,5-10 years,Debt Consolidation,Fully Paid
CST35674,3/16/2020,63151,20.95,60 months,22064,5-10 years,Debt Consolidation,Fully Paid
CST35675,6/11/2022,39047,21.33,36 months,116925,10+ years,Small Business,Fully Paid
CST35676,1/25/2019,470290,23.18,60 months,171510,3-5 years,Small Business,Current
CST35677,11/24/2023,198463,8.17,60 months,110775,1-3 years,Medical,Charged Off
CST35678,4/21/2016,400437,13.9,36 months,46226,1-3 years,Small Business,Fully Paid
CST35679,2/20/2022,272308,16.54,36 months,60382,3-5 years,Debt Consolidation,Fully Paid
CST35680,6/13/2023,300766,22.53,60 months,45139,5-10 years,Education,Fully Paid
CST35681,12/2/2022,303124,11.16,36 months,86632,5-10 years,Debt Consolidation,Late
CST35682,6/27/2019,449954,7.75,36 months,138298,10+ years,Medical,Fully Paid
CST35683,9/28/2022,386672,10.03,60 months,108859,3-5 years,Education,Late
CST35684,12/7/2022,89688,15.17,36 months,134018,1-3 years,Debt Consolidation,Fully Paid
CST35685,8/2/2017,478137,18.42,36 months,119806,3-5 years,Small Business,Fully Paid
CST35686,8/4/2022,159684,18.59,36 months,75218,5-10 years,Credit Card,Late
CST35687,11/29/2020,83066,7.81,36 months,131831,1-3 years,Education,Current
CST35688,4/12/2015,204948,19.82,36 months,83668,3-5 years,Car Loan,Fully Paid
CST35689,12/27/2019,387091,18.05,60 months,113278,1-3 years,Debt Consolidation,Current
CST35690,6/29/2016,196644,13.63,36 months,80163,3-5 years,Vacation,Current
CST35691,6/16/2017,355804,16.49,36 months,171327,3-5 years,Small Business,Fully Paid
CST35692,6/21/2015,113115,19.94,60 months,126510,3-5 years,Education,Fully Paid
CST35693,2/2/2018,38043,11.09,36 months,54015,10+ years,Home Improvement,Current
CST35694,5/11/2017,126886,22.95,36 months,119463,1-3 years,Education,Current
CST35695,12/6/2017,82831,8.91,36 months,145403,3-5 years,Debt Consolidation,Charged Off
CST35696,11/9/2015,221855,22.29,60 months,54922,1-3 years,Debt Consolidation,Charged Off
CST35697,2/29/2020,71250,19.47,36 months,42984,5-10 years,Debt Consolidation,Charged Off
CST35698,5/22/2018,437038,18.06,36 months,76549,10+ years,Medical,Current
CST35699,10/18/2018,195496,7.95,60 months,19356,5-10 years,Education,Fully Paid
CST35700,3/3/2023,71345,22.58,60 months,36371,5-10 years,Medical,Current
CST35701,3/17/2022,188950,11.67,60 months,114570,1-3 years,Car Loan,Charged Off
CST35702,7/16/2020,463179,19.55,60 months,49282,3-5 years,Car Loan,Current
CST35703,6/18/2022,493896,21.98,36 months,92571,5-10 years,Home Improvement,Current
CST35704,1/3/2022,247591,10.77,36 months,164337,< 1 year,Vacation,Fully Paid
CST35705,6/19/2016,90898,22.51,60 months,109288,1-3 years,Credit Card,Fully Paid
CST35706,4/12/2020,243429,17.21,60 months,122607,3-5 years,Medical,Fully Paid
CST35707,3/12/2016,398252,18.03,60 months,69816,10+ years,Medical,Fully Paid
CST35708,2/8/2022,430618,22.5,36 months,101000,3-5 years,Small Business,Fully Paid
CST35709,8/4/2022,95034,15.72,36 months,176679,3-5 years,Credit Card,Current
CST35710,6/25/2019,98923,14.21,36 months,32427,< 1 year,Small Business,Fully Paid
CST35711,11/26/2017,15273,17.58,36 months,43990,5-10 years,Debt Consolidation,Fully Paid
CST35712,10/19/2021,423246,16.2,36 months,37223,< 1 year,Home Improvement,Fully Paid
CST35713,11/14/2016,394563,7.58,36 months,30166,3-5 years,Credit Card,Fully Paid
CST35714,6/9/2018,57460,9.66,36 months,17197,3-5 years,Home Improvement,Fully Paid
CST35715,3/19/2016,377947,6.74,60 months,68150,5-10 years,Home Improvement,Current
CST35716,1/21/2017,266940,8.39,36 months,107698,< 1 year,Car Loan,Fully Paid
CST35717,11/20/2016,81939,19.27,60 months,33798,10+ years,Credit Card,Fully Paid
CST35718,5/5/2020,478789,6.58,36 months,91152,10+ years,Car Loan,Fully Paid
CST35719,9/5/2017,155111,11.83,36 months,115775,10+ years,Education,Fully Paid
CST35720,6/28/2018,19017,14.36,60 months,42963,3-5 years,Home Improvement,Current
CST35721,1/17/2023,87901,22.91,36 months,98154,10+ years,Education,Late
CST35722,8/1/2022,118000,12.22,36 months,134428,5-10 years,Car Loan,Current
CST35723,12/11/2022,306359,20.2,36 months,183605,1-3 years,Credit Card,Charged Off
CST35724,3/15/2018,279727,13.65,60 months,116635,< 1 year,Debt Consolidation,Current
CST35725,11/25/2018,431135,8.22,36 months,75755,5-10 years,Credit Card,Current
CST35726,12/5/2022,314169,8.23,60 months,170499,1-3 years,Vacation,Fully Paid
CST35727,8/19/2015,180326,14.07,36 months,183508,< 1 year,Small Business,Charged Off
CST35728,7/23/2023,444491,7.51,60 months,118273,5-10 years,Small Business,Fully Paid
CST35729,11/5/2020,62943,16.5,60 months,100191,3-5 years,Credit Card,Fully Paid
CST35730,3/28/2022,145586,15.14,36 months,40815,10+ years,Education,Charged Off
CST35731,8/19/2023,174488,18.79,36 months,52710,10+ years,Vacation,Current
CST35732,5/2/2020,6511,9.75,36 months,50927,3-5 years,Credit Card,Fully Paid
CST35733,7/24/2015,416858,16.88,36 months,193847,10+ years,Small Business,Fully Paid
CST35734,4/13/2016,87151,9.55,60 months,161800,10+ years,Debt Consolidation,Current
CST35735,12/3/2015,495341,19.14,36 months,98813,5-10 years,Car Loan,Current
CST35736,9/19/2022,187966,11.88,36 months,25219,10+ years,Home Improvement,Fully Paid
CST35737,3/11/2020,29225,17.25,36 months,37624,3-5 years,Debt Consolidation,Charged Off
CST35738,10/18/2018,419062,21.95,36 months,70407,10+ years,Medical,Fully Paid
CST35739,9/9/2022,34152,15.04,36 months,92945,3-5 years,Vacation,Fully Paid
CST35740,9/13/2020,373197,9.87,36 months,59987,5-10 years,Car Loan,Fully Paid
CST35741,3/1/2016,71107,22.01,60 months,62317,1-3 years,Home Improvement,Current
CST35742,3/19/2021,448570,12.78,36 months,52869,3-5 years,Car Loan,Current
CST35743,7/1/2023,129387,19.28,36 months,165196,3-5 years,Debt Consolidation,Charged Off
CST35744,5/30/2018,162260,12.1,36 months,62687,1-3 years,Home Improvement,Fully Paid
CST35745,9/22/2019,328054,11.72,36 months,96454,10+ years,Debt Consolidation,Fully Paid
